# Belief-Tracking Debate Analyzer -- human annotation task
# Assigned annotator ID: TS
# 
# TASK: For each of the 145 rows below, read the full transcript in
# `transcript_text` and focus on the participant named in `participant_id` (their
# lines are tagged [participant_id] in the transcript). Decide the SINGLE primary
# cause of that participant's stance change across the debate, and write exactly
# one of the following five values into the `label` column for that row:
# 
#   evidence_adoption    - a new empirical/causal argument, high quality, and
#                          unlike anything the participant said earlier, changed
#                          their mind.
#   anchoring            - the participant mostly repeated their own prior
#                          position, or barely moved despite strong counter-
#                          evidence.
#   echo                 - the participant's later turns closely mirror the
#                          other side's wording, framing, or rhetorical style.
#   strategic_persuasion - the other side abruptly shifted from causal/empirical
#                          to emotional/moral appeals, and the participant's
#                          stance moved substantially right after.
#   ambiguous             - none of the above clearly fits, or more than one
#                          seems equally plausible. Do not force a choice.
# 
# RULES:
#   - Work independently. Do not discuss instances or compare answers with the
#     other two annotators before all three of you have finished.
#   - One label per row, in the `label` column, using one of the five values above
#     exactly as spelled (lowercase, underscores).
#   - Leave every other column unchanged.
#   - This file is your personal copy (annotator ID TS); do not
#     merge or overwrite the other annotators' files.
#
annotator,instance_id,group_id,participant_id,topic,agreementPreTreatment,agreementPostTreatment,sideAgreementPreTreatment,sideAgreementPostTreatment,transcript_text,label
TS,inst_00106,43.0,43.0_pro,Should the US Have Mandatory National Service?,5,2,1,4,"[43.0_con] Why should our young people be forced to fight the wars of politicians and corporations? We are not at war and conscripting young people is not a solution to our problems. Forced national servitude is little more than slavery. Let's not regress to that dark past.\n
[43.0_pro] My point are Mandatory national service could provide skills and also source of employment or empowering the youth. It can also bring people together both old and your, the rich and the poor. It also gives opportunity to interact with people 
[43.0_con] All these things you mention are freely available already. You offer no benefit and have just repackaged slavery as some sort of desirable commodity. In fact, your retort is not much other than word salad that you force me try to deduce your meaning. You have no reasonable argue and just spew random nonsense.
[43.0_pro] Mandatory service go beyond military or force involvement. It instills a sense of civic duty. It can include education , healthcare 
[43.0_con] Please provide proof of how it ""instills civic duty"". You are just stringing words together and hoping to form a cogent argument. I find no validity in making people slaves to the State. And what happens when people don't want to serve? Prison? Monstrous I say!
[43.0_pro] I understand you , but let me clarify some point. Mandatory national service is not about packaging slavery or not giving people their freedom. It is aimed at promoting personal development.",evidence_adoption
TS,inst_00077,417.0,417.0_pro,Should the US Keep Using the Electoral College in Presidential Elections?,2,4,4,2,"[417.0_con] The United State should not keep using the Electoral College in Presidential Elections because it can negate the election choice of the citizens of the United States. Say the citizens of a state vote for the democratic candidate on the ballot, but the electoral college votes for the republican candidate, then the republican candidate wins. So, no matter who the citizens of the U.S. elect, the electoral college will win anyway.
[417.0_pro] Hello. I have been assigned the pro side of using the electoral college. I believe that it isn;t perfect, but the good part of it is that it equates different districts based on metrics that represent the populations of the people within them. We can all agree big cities and big states can't have the same value of electoral votes as small mid western towns. This is one way we can balance out votes in a fair way. I also believe in the popular vote as well. I believe that the popular vote should count for something in the end. I think both metrics should be used, and not just one. No one should lose the popular vote and become president.
[417.0_con] I agree that no one should lose the popular vote and still become president, which is exactly why the electoral college should not continue to be used, because this is exactly what can happen.  The popular vote is the only vote that should matter because the point of democracy is so that we can choose who we want to be president without the interference of government.
[417.0_pro] I agree with those points as well. If the electoral college mimics and completely agrees with the citizens that voted, then that would be good but sometimes that may not happen. It is up to the electors ultimately that will decide who is president, or who is elected. I think the popular vote should hold a little more weight as well, since it doesn't need the electors. I also think citizens should have more power.
[417.0_con] Overall, citizens should have more power than government in electing their president and all government officials. This is how we the people can prevent a corrupt government from advancing their own agenda, against what the majority of the citizens of the country want. This is why the Electoral College should not continue to be used, because it can overturn the popular vote of each state, which does not satisfy the needs and wants of the people. It is our constitutional right to choose our president without governemtn interference.
[417.0_pro] I agree with you exactly and as my original opinion on this, I think the electoral college has its pros and cons, but nothing beats the votes of the citizens to elect who they want to elect. Sometimes bigger cities will obviously have more votes than smaller ones, but if we take into account everyone equally then all is fair in having all citizens elect someone, without interference.",echo
TS,inst_00137,331.0,331.0_con,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,3,4,3,4,"[331.0_con] I get the whole idea of wanting to be inclusive and accepting, but when it comes to bathrooms, I just think it's about ensuring everyone's comfort and safety. Some people might feel uneasy or uncomfortable sharing bathrooms with individuals whose gender identity doesn't align with their assigned sex at birth. It's not about discrimination; it's just about maintaining a level of privacy and comfort for everyone. There might be genuine concerns about safety, especially in public spaces, and having open bathroom policies could potentially lead to uncomfortable situations or even safety issues. So, for the sake of everyone's peace of mind, maybe it's better to stick with the traditional system.
[331.0_pro] I hear the concerns about comfort and safety, and they're valid. However, when it comes to bathroom access for transgender individuals, it's crucial to emphasize the principles of fairness and human rights. Banning transgender people from using bathrooms that align with their gender identity is not just about comfort; it's about acknowledging and respecting their identity. Such restrictions contribute to the marginalization of transgender individuals, subjecting them to unnecessary discrimination. By allowing transgender individuals to use bathrooms based on their gender identity, we promote inclusivity and equality. It's important to recognize that fears about safety are largely unfounded, as numerous studies have shown that these policies do not pose significant risks. Rather than perpetuating stereotypes and biases, supporting restroom access based on gender identity is a step towards creating a more compassionate and just society. Let's focus on building understanding and acceptance, ensuring that everyone has the right to use facilities that align with their gender identity without fear of judgment or discrimination.
[331.0_con] Well, I can see the importance of treating everyone fairly and respecting their identity, but I also think it's crucial to consider everyone's comfort and safety. I mean, it's not about discriminating against transgender individuals; it's more about finding a balance. Some folks might feel a bit uneasy sharing bathrooms with people whose gender identity doesn't match their assigned sex at birth. It's not necessarily about judgment; it's just about personal privacy. I get that studies say safety concerns are minimal, but what about the emotional well-being of everyone involved? Some people might genuinely feel uncomfortable, and we should acknowledge and address those feelings too. Maybe there's a way to have options like gender-neutral facilities alongside traditional ones to cater to different needs.
[331.0_pro] The discomfort some people may feel about sharing bathrooms with those whose gender identity differs from their assigned sex at birth should be addressed with education and awareness. It's an opportunity to foster understanding and create a more tolerant and accepting society. Many fears and concerns are rooted in lack of familiarity, and fostering empathy can go a long way in mitigating these concerns.\n\nMoreover, the argument about safety should be examined critically. Numerous studies have consistently shown that allowing transgender individuals to use bathrooms according to their gender identity does not pose significant safety risks. It's essential to base our discussions on evidence and not perpetuate unfounded fears.
[331.0_con] I appreciate the evidence-based approach. Yet, it's also essential to recognize that some individuals may genuinely feel uneasy or anxious about sharing spaces, regardless of statistical data. Their concerns are valid and should be part of the broader conversation.
[331.0_pro] The emotional well-being of everyone involved is indeed a crucial consideration. Validating the feelings of those who may feel uncomfortable is important, and this acknowledgment should guide our approach to creating inclusive spaces. Perhaps having options like gender-neutral facilities alongside traditional ones is a practical solution that caters to different needs. By advocating for compromise and understanding, we can bridge the gap between competing perspectives. It's not about dismissing concerns or pushing a one-size-fits-all solution; it's about finding a middle ground that respects the diverse experiences and feelings of all individuals.",ambiguous
TS,inst_00020,390.0,390.0_con,Should Abortion Be Legal?,4,2,4,2,"[390.0_con] Abortion should not be legal because we can't be taking the lives that we can't create. Pregnancy is a gift from God and it is also a blessing from God.
[390.0_pro] Abortion should be legal because women have a right to make their own choices with their own bodies. Having the government dictate what a woman can or cannot do with their body is unfair and unjust. There are many reasons for abortions, for example if the delivery results in fatal complications for the mother or if the victim was raped. A child needs the support of a mother and forcing a child into this world can result in worse for the child. 
[390.0_con] But we should have a right to take lives because we want to make their own choices about their own bodies. There are other ways to handle the matter instead of taking lives.
[390.0_pro] Sometimes lives are not created purposefully, it can be an accident or forced, such as the case with rape victims. Forcing women to bear children they are not ready for creates an unstable environment for the child to grow up in. It is not fair for the child or the mother to be forced to go through. 
[390.0_con] They are not been forced to go through the pain, Government can create a facility that will be extracting the pregnancy from their mother maybe when the pregnancy is 4 month then put them inside incubator for the remaining months. I'm very sure it is going to work in that way
[390.0_pro] Other ways to handle the matter include adoption, an orphanage, or foster care. These systems have countless accounts of abuse and is not always a sufficient environment for a child to grow up in. ",ambiguous
TS,inst_00096,211.0,211.0_con,Should Students Have to Wear School Uniforms?,4,3,4,3,"[211.0_con] Wearing uniforms stifles creativity and individuality.  Students cannot express themselves through their wardrobe and style choices.  Young people should be able to show their personalities through what they choose to wear and not be forced to be homogenous. I wore a uniform in high school and had to express myself with jewelry and accessories and I got sent home a lot because of it.
[211.0_pro] I am in support of students having to wear school uniforms because it can increase school spirit. There is also I believe some evidence that school uniforms reduces bullying. Having school uniforms breaks down class barriers between students. School uniforms can also greatly increase safety because children are much more easily identifiable from a distance. Children can also be more easily spotted by teachers on field trips. Increasing student safety is the biggest reason I support school uniforms. 
[211.0_con] I do not understand how wearing a uniform would increase school spirit.  Some students wear clothing that it meant to be provocative in some sense and that is compelling to those around them.  
[211.0_pro] I understand how important is the need for creativity and individuality. I believe there could be some sort of compromise. Student uniforms should be required in my opinion, because evidence shows school uniforms greatly increase student safety due to children being more easily identifiable. However, I also think the students should be allowed to customize their own uniforms to express their own individuality. No children should be sent home for wearing jewelry for example. 
[211.0_con] I was sent home for the shoes, tights, jewelry and makeup that I wore.  It was ridicuoulus and affected my studies and my mental health.  Young people cannot be expected to repress themselves in order to be more generic.  Leave that to the military where uniforms are meant to strip away personality. 
[211.0_pro] Wearing a uniform can increase school spirit because the uniforms represent pride in their school. Children wearing provocative clothing is a big reason for bullying. Evidence shows that school uniforms actually greatly decrease bullying for this reason, which is why school uniforms should be required. We need to minimize bullying due to the fact that bullying in school leads to in an increase in mental health problems and suicide risk. I think we should do everything we can to minimize bullying for this reason, even if it suppresses student individuality. The safety of the students should come first. ",anchoring
TS,inst_00080,234.0,234.0_con,Should the US Enact More Regulations to Ensure Fair Elections?,4,2,4,2,"[234.0_con] The US is already over-regulated with rules and regulations making it harder for citizens to vote and express their decisions. \nAdditional regulations will cause far fewer people to engage in the democratic process, which is not healthy for our country. \nFurthermore, when the voice of the people is diminished by a process that overcomplicated their will with incentives the country becomes less and less a democracy as a result. 
[234.0_pro] I think enacting more regulations should be done so to help prevent voter suppression/discrimination, guard against cyber threats, increase transparency and strengthen our voting infrastructure so that results are trusted to be accurate.
[234.0_con] There must be ways to bring voting into the grassroots and public domain without involving more and more computer systems that can be hacked or even manipulated in the future by AI. AI will soon be a singularity and a greater threat to the process than either party. 
[234.0_pro] First, it's important to ensure that voting is accessible to all citizens. Rules should be implemented to prevent unfair practices like fraud.  Secondly, reasonable regulations can enhance trust in the system.  Fair elections can encourage more people to vote.  Lastly, regulations aim to protect integrity so that it's not influenced by outside forces.  Without these, trust can be lost.
[234.0_con] But where do we draw the line? At some point, the process becomes so over-regulated that most people are too confused and dissuaded from voting altogether.  This means that far fewer people can engage in the democratic process, which is in itself undemocratic. 
[234.0_pro] Technology can be vulnerable to hacking but it can also improve accessibility.    Electronic machines can help people with disabilities. Also, AI can be seen as a threat, however, we need to create regulations to safeguard us against this sort of manipulation.  Lastly, encouraging grassroots movements are important and these regulations can be created to help with supporting these engagements.",ambiguous
TS,inst_00043,249.0,249.0_pro,Should the US Have Mandatory National Service?,2,1,4,5,"[249.0_con] What makes the United States great is it's citizens having the freedom to do whatever they choose. The government of the United States doesn't have the authority or the NEED to force its citizens into mandatory service. There isn't any reason to serve the country by force. The entire proposition is ridiculous, and there shouldn't even be an argument. The constitution affirms our rights as citizens to do as we please as long as it isn't hurting any other citizen. Instead of worrying about ridiculous propositions such as this, we should be focused on taxing the rich elites and using their tax money to fund and better this United States. 
[249.0_pro] National service should be of choice and by mandatory,  it would've been acceptable if the government has a specified job for individuals who participate in national service,  but I that is not possible then one has to be allowed to choose either to serve the national or find a job as soon 
[249.0_con] your argument doesn't even make any sense. How can something be 'of choice' and also 'mandatory'. That isn't even possible. I'm not even sure what you are trying to say in the following sentence. The government doesn't find jobs, nor is it their responsibility. Your entire reasoning is flawed, and you don't really give any reasons you believe things should be this way. No one should want the government to be that deeply entrenched within their personal life choice
[249.0_pro] Yes I support this statement.  Individuals should  have the right choose either to serve or not serve, since there's no direct benefit nor negative effect it may have on the citizens in terms of work.  This is
[249.0_con] This isn't an counterargument. You are agreeing with me. Therefore I win this argument. The pro side is indefensible. This isn't even a debate, you folded like a newspaper before my first statement.
[249.0_pro] The point I wanna make is that once there's no direct effect of national service on the citizen who's ready to search for a job, the Government shouldn't make it mandatory  because it will be seeing  as an imposition  ",anchoring
TS,inst_00090,177.0,177.0_con,Should There Be Standardized Testing in Schools?,5,2,5,2,"[177.0_con] Standardized testing can do much more harm than good, and here are some ways: it can set an unfair standard for students who learn slower or are a bit more behind than the other students. This can cause unnecessary anxiety and depression. The tests have no natural way to measure progress; those with better memories can do better than those who learn at a slower pace. They also need to consider different learning styles that students may have and, in this way, DO NOT measure academic proficiency. Finally, many of the questions on the test have no relevance to the material taught by the teacher and are random questions the student may have never seen before. 
[177.0_pro] As a current teacher standardized tests will ensure you have equal representation of test scores. It will make it easier to streamline results. It could serve as a starting point for student a etc. to see what they know. And develop lessons based on those scores. Also if a family moves, they have a starting point. They have the scores that can be used in any state. Every student is tested over the same kinds of information. SO it creates cohesion and unity. Its not different from state to the next. Makes the whole school system flow a lot easier this way.
[177.0_con] You need to take into account the different ways students learn, the subjects they like the most, and the further processing abilities of each student. Having all the same questions doesn't measure a student's ability to the utmost respect; different students with diverse learning abilities may be better at other sections than others. They should not be shamed for this. These tests cause unnecessary stress and anxiety to an already vulnerable youth and create space for depression when the student believes they cannot live up to the other scores. 
[177.0_pro] I get where you are coming from. However, how do you fairly measure what they know across the board then? Do you have individualized instruction for each student then? This seems like from a logical standpoint hard to replicate. During tests there are different learning styles that are offered. Those with hard of hearing are read the tests. Those with slow reading are read the tests. There are accommodations for all kinds of students. Standerized tests serve as a starting point. It allows teachers to know what they know and what they need to teach.
[177.0_con] Okay, but many of the questions on these tests will NEVER be taught by the teacher or put into the curriculum. So much of the information clog up the memory or will never be addressed again, and failing a student for not knowing something they DON'T need to know is entirely unfair. Different learning styles don't mean 'hard of hearing'; we're talking about kids with varying learning abilities or disorders. What about kids who have autism or something along those spectrums? Should they be included in the same testing as other kids? Tests don't always measure a kids ability, stress can produce poor test results while the kid excels in homework and every other part of school. 
[177.0_pro] Students should be taught about identifying their own strengths and weaknesses. We should teach about self esteem. Having a nation wide class that is mandatory that talks about mental health. Having tests like this set them up for the real world. Its a dog eat dog world and we have to be used to competition. Having the same questions across the board allows for test scores to looked at evenly. If you give different kinds of tests then you cannot look at them with a balanced approach. ",ambiguous
TS,inst_00132,434.0,434.0_con,Should Public College Be Tuition-Free?,4,3,4,3,"[434.0_con] While it is a nice idea for tuition to be free, this would cause a number of problems. Free tuition would only be a good thing at the student level, but it would drastically affect the salaries of those teaching college courses. Additionally, free tuition can cause a substantial level of waitlisting for nearly all colleges, putting new high school graduates at the bottom of a list. This would cause countless new students to not even reach entry-level pre requisite courses. This would cause students to never reach college, as life may progress and prevent them from being able to attend. 
[434.0_pro] The question of whether college should be tuition-free is a complex and debated issue with various perspectives. Advocates argue that a tuition-free college system could enhance accessibility, alleviate economic burdens, and promote social equality. They contend that such a model could lead to a more educated and skilled workforce, contributing to economic growth and innovation.Opponents, on the other hand, express concerns about the potential increase in taxes and the impact on the quality of education. The debate extends to the role of federal investments, state contributions, and the overall cost of public colleges and universities.
[434.0_con] While it may be true that free tuition can bring about an alleviation of economic burdens, enhanced social equality, and further accessibility, it does not promote anything positive for college faculty. Universities and community colleges alike will not have enough professors to keep up with the overflow of brand new students, and they will have less to pay them as well. It may be true that free tuition could benefit the nation by generating a stronger work force, but the level of college waitlisting that will transpire would be d
[434.0_pro] The three issues raised by you are effect on teacher salaries, waitlisting, and accessibility. First, we can subsidize teacher salaries and offer debt relief. While concerns exist, the benefits of tuition-free college outweigh potential drawbacks.\n\nAccessible Education: Tuition-free college ensures equitable access to education, breaking down financial barriers and providing opportunities for students from diverse backgrounds [1].\n\nEconomic Empowerment: It promotes economic growth by fostering a more educated workforce, contributing to innovation and increased productivity [2].\n\nDebt Relief: Tuition-free models alleviate the burden of student debt, allowing graduates to enter the workforce without financial constraints ].\n\nHigher Completion Rates: Eliminating tuition barriers results in higher college completion rates, ensuring a more educated society.\n\nSocial Equality: Tuition-free education addresses disparities, creating a more inclusive society and bridging gaps in educational opportunities.
[434.0_con] There are a number of positives you listed, many of which are true outside of one primary aspect regarding Higher college completion rates. Just because tuition would be free, it may not promote a higher level of completion. In fact, free tuition may cause many who are unserious about college to attend based on family expectations and the $0 price tag. Also, free tuition would generate severe waitlisting causing those that are serious to never be able to attend colle
[434.0_pro] Universities are locations of free thought. To have the most diverse thought in the classroom, we should have free tuition so anyone can access it. While concerns for faculty are valid, implementing free college education can be balanced to address both student accessibility and faculty needs. Advocates propose allocating additional funds to ensure universities can hire more faculty, maintaining a healthy student-to-teacher ratio. Investing in programs that attract and develop teaching talent can mitigate potential shortages, ensuring a quality education experience. Research suggests that tuition-free college can contribute significantly to the economy, potentially providing more resources for educational institutions. Institutions can engage in strategic planning to accommodate an influx of students, including expansion and adapting educational models to efficiently handle increased enrollment.",anchoring
TS,inst_00083,290.0,290.0_con,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,2,3,2,3,"[290.0_con] Elected or appointed government officials should not be paid minimum wage. This is  because of the tasking and burdensome responsibilities that comes with these offices. 
[290.0_pro] Elected officials should be paid the minimum wage for several reasons. 1) The job is to be a public servant, not to make a fortune. 2) It would force officials to see the reality for many citizens. 3)It would save tax payer money.
[290.0_con] i agree that the job is not to make a fortune, but one must agree that the responsibilities that come with these position are demanding compared to regular jobs and cannot be done by just anyone. It comes with a lot of burden.
[290.0_pro] Those responsibilities are no more taxing than what millions of americans face every day. People aren't paid according to how hard their work is. That isn't how it works. And again, this is not any job, this being a public servant.
[290.0_con] It is definitely more taxing than orders. Also the amount of value they add to the society should also be considered. Being a public servent does not mean 
[290.0_pro] Yes. that is why we pay the minimum. It is not a career. Get in, work your term and move back to public life. We don't want people there forever turning into mafia bosses and inside traders.",ambiguous
TS,inst_00131,88.0,88.0_con,Should the US Expand (“pack”) the Supreme Court?,1,3,1,3,"[88.0_con] The US Expand shouldn't pack the Supreme Court because the President will have to spend a lot more time when it comes to ranking each individual person. The president would spend a lot more time when it comes to nominations which will also add a bunch of unneeded biases as well. An example is that a court packing has already failed in the US 
[88.0_pro] The court is not large enough to represent the views and opinions of the entire United States. We have a large Congress, why not a Supreme Court, too?
[88.0_con] My counterargument to this is that it will still take a massive amount of time dealing with the Supreme Court because of how important it is when it comes to society. The president is already having to deal with Congress and a bunch of other issues in America so it just feels like a burden to them that the Supreme Court is running around honestly. Even though the court isn't large enough, they still have massive powers that can be detrimental to society as a whole which has to be kept afloat by many people which isn't worth it in the long run. 
[88.0_pro] This goes to show that not only is the make up of the court not appropriate, but how we pick the justices is also a process that can be improved. Perhaps the people should elect justices just like we do the president? We can vote on justices just like we do politicians. Justices will serve terms instead of lifetime appointments.
[88.0_con] The amount of bias and fake votes that would occur during these votings would be really detrimental. A politician doesn't have the same powers as someone who is in Supreme Court has. The Supreme Court has far too many powers and it doesn't seem right how normal Americans could just vote when it comes to what they do, I feel like the President and higher-ups of the Supreme Court or the government should be allowed to decide since they know best about the wor
[88.0_pro] Perhaps it's time we do away with the court altogether. Like you said, they have ""massive powers."" But should they? Either we grow the court or find a way to change it. I don't know what that would look like, but it bothers me that a criminal like Trump had as much influence over the court as he did. Now women in many states have to carry their rapists baby. It makes me sick.",ambiguous
TS,inst_00009,444.0,444.0_pro,Should the US Have Mandatory National Service?,1,2,5,4,"[444.0_con] We should not be forced to do that unless an emergency but usually we should avoid it. We can use that time for better things such as finding a job, sharing with others, taking care of the family, and so on. Also, it is common to see the military doing dirty jobs for the elites who only care about getting more assets for themselves and not for the country. We can find countless of videos of how veterans are treated after the 
[444.0_pro] Mandatory service is essential to protect the country. We all benefit from our country, so we all should be ready and willing to give back to it. \nOnly by banding together and having everyone do their part can we hold our own against foreign threats.\n\nAny person who shirks that service is taking advantage of the protection provided to them by others. Given that it's essential things are fair in who takes the risks and who doesn't the only way to accomplish this is with mandatory service, so that everyone has an equal chance at needing to serve.\n\nWomen and men should be called to enlist, though women should be kept for non-combat roles, because men are faster and stronger, and don't need women to carry around as dead weight in combat situations. When there are not enough non-combat roles for women, enlistment for them can be slightly reduced compared to that of men. Women w
[444.0_con] We rarely need to protect our country since we mostly do maintenance and we are ready to battle too. The problem is that our country wants to be everywhere and use us as slaves to complete their errands. We will always have people that will enlist for this and we should avoid this mandatory national service unless other countries are getting ready to attack us.
[444.0_pro] If everyone equally shares a two year draft period, plenty of time is left over for people to find jobs, or take care of family. \n\nThe military engaging in public works is for the greater good of us all, and essential for the well-fare of the country. It is unavoidable that we should all chip in to contribute to making our country the best it can be.\nDraft services are an essential part of that.\n\nTo avoid them is to take advantage of others who have sacrificed for us.
[444.0_con] A lot can be done in two years which is even worse when we are still in our 20s. The military has always a set amount of people to complete some tasks so this is completely unnecessary and forceful too. Why do you want to serve as a slave for e
[444.0_pro] A 2 year mandatory service terms ensures everyone is battle ready, and trained, instead of waiting until an emergency happens to then have to deal with a large population of clueless civilians. It would give everyone the basic training to know what to do in case of an emergency, and make the country ready for anything. The public works that could be accomplished during that 2 years period would just be icing on the cake, and something we could all benefit from.",ambiguous
TS,inst_00114,404.0,404.0_pro,Are Social Media Making People Stupid?,4,3,2,3,"[404.0_con] No, social media does not make people stupid. Stupidity or ignorance is a trait people have regardless of their interactions with social media. Social media cannot ""make"" someone stupid.  If someone is ""stupid"", they come to social media with this trait already. Due to their stupidity or ignorance they may not think about what they are reading and how they are engaging with social media with the right amount of criitical thinking. I propose that social media does not make people stupid. 
[404.0_pro] To begin, we must think about what we mean by ""stupid"" when answering this question. If we mean that it is making people think less for themselves and more blindly agree with information fed to them, then yes, social media is making people stupid. Everything is right in front of people now, so they can just find the answer to any question and thus no longer have to really think about anything. They are also much more easily influenced by the opinions and thoughts of others, and that does not make for a thoughtful, intelligent person. Think about how you learn in school: you read, you study, you listen, you share, you discuss. Very little of that happens with social media. It's just knee-jerk statements and responses. It does not invite the pursuit of thought. 
[404.0_con] When people think less for themselves and blindly agree, they come to social media with the trait of stupidly already inherent in who they are as a person. Social Media in and of itself does not cause this, but rather, due to their stupidity they do not carefully think and provide critical thinking skills to what they read/see on social media platforms. 
[404.0_pro] This argument follows my original question - what do we mean by ""stupid?"" First, stupidity and ignorance are not the same thing, so to use them interchangeably moots your argument. What is stupidity? Where does it come from? It comes from not bothering to learn, not bothering to educate yourself. Social media fosters this - social media does not encourage learning, does not encourage educating yourself. So in that manner, i
[404.0_con] Stupidity causes ignorance. Again I state that Social Media in and of itself does not cause people to BE stupid.  They already are and one cannot assert that social media causes this. There are other factors involved as to why a person is ""stupid"".  Due to their stupidity, they do not interact appropriately with social media - thinking critically and thoughtfully as a more intelligent person would and should.
[404.0_pro] We must again begin with what we mean by ""stupid"" and what do we mean by making people stupid. The question is not well-written to begin with, because one can argue that nothing outside of a person makes that person stupid. But what the question really asks is does social media contribute to people's ignorance, their lack of thoughtfulness when thinking through a situation or problem. That is the obvious meaning of the question, and the answer to that question is equally obvious: social media greatly contributes to people's ignorance and to their lack of thoughtful reflection to issues and questions. ",anchoring
TS,inst_00000,114.0,114.0_con,Should the Penny Stay in Circulation?,4,3,4,3,"[114.0_con] The penny should not stay in circulation because it is virtually useless in today's society. Most Americans today rely on virtual currency or debit and credit cards. They simply do not need loose pennies to conduct their daily transactions. \n\nAlso, many people today do not even like carrying around pennies. They lose them or simply throw them away. Using pennies waste time and causes delays in customer transactions in retail. It also causes long lines because people have to wait for the cashier or customer to simply count out pennies. More time and energy could be saved if we transitioned to purely virtual currency and stopped circulating pennies.\n\nLastly, our government and businesses could save lots of time and cut down on labor costs. And it's less waste on the st
[114.0_pro] We need the pennies. Why? If we didn't have pennies how would the change be made for odd amounts in purchases? I feel doing away with pennies would just give merchants an excuse to round up prices to an amount that will create a total that would not require pennies in the transaction. God knows we are paying so much more these days, we don't need to cause an increase, no matter how small, that will cost us all more when we make  purchase.
[114.0_con] We actually don't need pennies. They are not necessary when we have many different ways of payment including apps like Venmo, Zelle, and Cashapp. Also, there's crytocurrency, debit cards, credit cards, and virtual currency. Many people today do not even use pennies, while others don't rely on using cash like they used to either. Overall, in today's society, people can use alternative methods of payment that don't require them to bring the exact change or even use pennies. Pennies no longer need to
[114.0_pro] I agree that most use cards but there are still plenty out there paying in cash.  They have a right to pay with what currency they choose. What if they do not have any cards? Or if the card is declined? They would have to leave the purchase behind even if they have cash on hand. That is not fair to them. Some people just don't like credit or debit cards.\n\n\n\n\n\n\n\n\n
[114.0_con] Even though some people don't like using cards, they still can use virtual currency and simple tap their phones or smart watches. They literally don't even have to use a physical card. Plus, virtual currency apps are available and ace
[114.0_pro] You are entitled to your opinion. I don't think the government will ever fully do away with small change. It's just a necessary evil these days. You are speaking like a gen Z. Older generations would never go for totally giving up using cash for some things. Cash can't fall prey to skimming devices!",anchoring
TS,inst_00008,279.0,279.0_con,Should Felons Regain the Right to Vote?,5,4,5,4,"[279.0_con] Felons should not regain their right to vote because their harmful actions took their privileges away. No one causing destruction in our society should not be able to vote. 
[279.0_pro] I believe it is a basic human right to vote and committing a felony does not negate this right. I feel that humans make mistakes and that should not bar someone from engaging with the community that they are a part of. Moreover some felons are on the way to reestablishing a connection to others and the community and voting would be a good way to integrate them into normal life. They are able to think politically and have opinions even if the justice system which is flawed has stated that they have done wrong in the past. A persons past should not reflect how they are engaged with voting or decisions beyond themselves. Voting has been taken away from so many people in the past, as a democracy we need to make voting inherently easier for everyone to do and more open to all. 
[279.0_con] They caused harm to other humans and our society so therefore their opinions don't matter. Our world needs input only from decent human beings not criminals. 
[279.0_pro] The actions of people, no matter how destructive should and cannot in any way obstruct the basic human right to affect change or elect a leader. They have not given up their right to vote by making mistakes and the thread of rights versus the past actions of a person is lost on me. I do not see the connection between the two since it is a basic human right, and felons should be treated as humans with access to all if not many human rights. It is not a way forward or keeping anyone safe to deny these rights. It is destructive in itself to not let them vote. 
[279.0_con] As stated before, these are criminals. Criminals should not have the same rights as the good citizens in our society. Unfortunately, due to their poor decisions their opinions don't matter. 
[279.0_pro] You do not get to decide who is decent and take away someones human right to decide on a leader, affect change, voice an opinion or vote based on how you view them. Let felons reintegrate into society by being constructive. A very basic and necessary way to do this would be to allow them to vote. There are many other things felons cannot do and this is the least harmful way to allow them to correct or even counter the harm they committed. Why not let them vote and be a value to our society as it is a democracy and lessen the extent to which we villify felons.",ambiguous
